record_id,source_doi,catalyst_composition,metal_elements,primary_metal,is_noble_metal,is_hybrid,carbon_present,support_substrate,electrolyte_type,electrolyte_composition,pH,temperature_C,ir_compensation,potential_vs_RHE,overpotential_eta10_mV,tafel_slope_mV_dec,stability_value,notes,extraction_source
10.1021/acscatal.3c01249_Mo24N24_538,10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4Njg0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDMz, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_540,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM0, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_541,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM1, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_542,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM2, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Fe3Ir9,10.1038/s41597-019-0080-z,Fe3Ir9,"['Fe', 'Ir']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4MzAy, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ir3V9,10.1038/s41597-019-0080-z,Ir3V9,"['Ir', 'V']",V,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3NTc3, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Fe3Ir9_545,10.1038/s41597-019-0080-z,Fe3Ir9,"['Fe', 'Ir']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4MzAz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_546,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM4, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_548,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41597-019-0080-z_Nb9Sn3,10.1038/s41597-019-0080-z,Nb9Sn3,"['Nb', 'Sn']",Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3MjYz, equation: O2(g) + 2* -> 2O*",web
10.1038/s41597-019-0080-z_Cu3Sc9,10.1038/s41597-019-0080-z,Cu3Sc9,"['Cu', 'Sc']",Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDExMjY5, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Ir3Zr9,10.1038/s41597-019-0080-z,Ir3Zr9,"['Ir', 'Zr']",Zr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyMjMy, equation: SO2(g) + 3* -> 2O* + S*",web
10.1038/s41597-019-0080-z_Fe3Ir9_552,10.1038/s41597-019-0080-z,Fe3Ir9,"['Fe', 'Ir']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4MzAx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_553,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_554,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Ni20O28,10.1038/s41467-023-41359-7,Ni20O28,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQy, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1038/s41467-023-41359-7_Ni20O28_556,10.1038/s41467-023-41359-7,Ni20O28,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Ni20O28_557,10.1038/s41467-023-41359-7,Ni20O28,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_558,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_559,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9CrFe2MnNiO20,10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ3, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ir3V9_561,10.1038/s41597-019-0080-z,Ir3V9,"['Ir', 'V']",V,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3NTc5, equation: H2O(g) + 3* -> 2H* + O*",web
10.1038/s41467-023-41359-7_Co9CrFe2MnNiO20_562,10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_563,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_564,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9CrFe2MnNiO20_565,10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ir3Zr9_566,10.1038/s41597-019-0080-z,Ir3Zr9,"['Ir', 'Zr']",Zr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyMjM1, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41467-023-41359-7_Co9CrFe2MnNiO20_567,10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUy, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_568,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_569,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_570,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_571,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_572,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU3, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co9Cr2FeMnNiO20_573,10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_574,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41467-023-41359-7_Co10CrFeMnNiO20_575,10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDYw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41467-023-41359-7_Co9CrFe2MnNiO20_576,10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDYx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Fe3Os9,10.1038/s41597-019-0080-z,Fe3Os9,"['Fe', 'Os']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyNjE1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Mn3Os9,10.1038/s41597-019-0080-z,Mn3Os9,"['Mn', 'Os']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyNzEw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Tc9Zn3,10.1038/s41597-019-0080-z,Tc9Zn3,"['Tc', 'Zn']",Tc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDExMjc0, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Nb9Sn3_580,10.1038/s41597-019-0080-z,Nb9Sn3,"['Nb', 'Sn']",Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3MjY4, equation: SO2(g) + 3* -> 2O* + S*",web
10.1038/s41597-019-0080-z_Ir3V9_581,10.1038/s41597-019-0080-z,Ir3V9,"['Ir', 'V']",V,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3NTgz, equation: O2(g) + 2* -> 2O*",web
10.1038/s41597-019-0080-z_Os3Zr9,10.1038/s41597-019-0080-z,Os3Zr9,"['Os', 'Zr']",Zr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyMTM4, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41467-023-41359-7_Co9CrFe2MnNiO20_583,10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDYy, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41597-019-0080-z_Cd3Cr9,10.1038/s41597-019-0080-z,Cd3Cr9,"['Cd', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTg2, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Al3Cr9,10.1038/s41597-019-0080-z,Al3Cr9,"['Al', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NjYy, equation: CO2(g) + 3* -> C* + 2O*",web
10.1039/D2TA08854A_Ni8O16,10.1039/D2TA08854A,Ni8O16,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDQ5, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O16_587,10.1039/D2TA08854A,Ni8O16,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUw, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni8O15,10.1039/D2TA08854A,Ni8O15,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni8O15_589,10.1039/D2TA08854A,Ni8O15,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUy, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O15_590,10.1039/D2TA08854A,Ni8O15,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUz, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni16H7O19,10.1039/D2TA08854A,Ni16H7O19,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni16H7O19_592,10.1039/D2TA08854A,Ni16H7O19,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU1, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni16H7O19_593,10.1039/D2TA08854A,Ni16H7O19,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU2, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni8O47Sb16,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni8O47Sb16_595,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU4, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O47Sb16_596,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU5, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni8O48Sb16,10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDYw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni8O48Sb16_598,10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDYx, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O48Sb16_599,10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDYy, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni8O48Sb16_600,10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDYz, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni8O48Sb16_601,10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDY0, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O48Sb16_602,10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDY1, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni8O47Sb16_603,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDY2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni8O47Sb16_604,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDY3, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O47Sb16_605,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDY4, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni8O47Sb16_606,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDY5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni8O47Sb16_607,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDcw, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O47Sb16_608,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDcx, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1039/D2TA08854A_Ni8O47Sb16_609,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDcy, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1039/D2TA08854A_Ni8O47Sb16_610,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDcz, equation: H2O(g) - H2(g) + * -> O*",web
10.1039/D2TA08854A_Ni8O47Sb16_611,10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDc0, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*",web
10.1016/j.checat.2023.100636_Au26Pt2,10.1016/j.checat.2023.100636,Au26Pt2,"['Au', 'Pt']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDc2, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Au42,10.1016/j.checat.2023.100636,Au42,['Au'],Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDc5, equation: 0.5O2(g) + 3.0Pt(g) + * -> OPt3*",web
10.1016/j.checat.2023.100636_Au37,10.1016/j.checat.2023.100636,Au37,['Au'],Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDg1, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Au42Pt3,10.1016/j.checat.2023.100636,Au42Pt3,"['Au', 'Pt']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDg2, equation: 0.5O2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ni3V9,10.1038/s41597-019-0080-z,Ni3V9,"['Ni', 'V']",V,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3NjM3, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_In6Zr6,10.1038/s41597-019-0080-z,In6Zr6,"['In', 'Zr']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyODI3, equation: NO2(g) + 3* -> N* + 2O*",web
10.1016/j.checat.2023.100636_Au37Pt2,10.1016/j.checat.2023.100636,Au37Pt2,"['Au', 'Pt']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDkw, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Au26,10.1016/j.checat.2023.100636,Au26,['Au'],Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDk1, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Pt28,10.1016/j.checat.2023.100636,Pt28,['Pt'],Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDk3, equation: 0.5O2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Au3Cr9,10.1038/s41597-019-0080-z,Au3Cr9,"['Au', 'Cr']",Cr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NDQy, equation: CO2(g) + 3* -> C* + 2O*",web
10.1016/j.checat.2023.100636_Pt42,10.1016/j.checat.2023.100636,Pt42,['Pt'],Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTAw, equation: 0.5O2(g) + 3.0Pt(g) + * -> OPt3*",web
10.1016/j.checat.2023.100636_Pt37,10.1016/j.checat.2023.100636,Pt37,['Pt'],Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTA2, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Pt45,10.1016/j.checat.2023.100636,Pt45,['Pt'],Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTA3, equation: 0.5O2(g) + * -> O*",web
10.1038/s41597-019-0080-z_In6Zr6_625,10.1038/s41597-019-0080-z,In6Zr6,"['In', 'Zr']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyODI5, equation: H2O(g) + 3* -> 2H* + O*",web
10.1038/s41597-019-0080-z_Cr9Hg3,10.1038/s41597-019-0080-z,Cr9Hg3,"['Cr', 'Hg']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NjMz, equation: NO2(g) + 3* -> N* + 2O*",web
10.1016/j.checat.2023.100636_Pt39,10.1016/j.checat.2023.100636,Pt39,['Pt'],Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTEx, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Pt26,10.1016/j.checat.2023.100636,Pt26,['Pt'],Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTE2, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Cu26Pt2,10.1016/j.checat.2023.100636,Cu26Pt2,"['Cu', 'Pt']",Cu,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTE4, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Cu42,10.1016/j.checat.2023.100636,Cu42,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTIx, equation: 0.5O2(g) + 3.0Pt(g) + * -> OPt3*",web
10.1016/j.checat.2023.100636_Cu37,10.1016/j.checat.2023.100636,Cu37,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTI3, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Cu42Pt3,10.1016/j.checat.2023.100636,Cu42Pt3,"['Cu', 'Pt']",Cu,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTI4, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Cu37Pt2,10.1016/j.checat.2023.100636,Cu37Pt2,"['Cu', 'Pt']",Cu,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTMy, equation: 0.5O2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cd3Cr9_634,10.1038/s41597-019-0080-z,Cd3Cr9,"['Cd', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTkz, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Cr9Hg3_635,10.1038/s41597-019-0080-z,Cr9Hg3,"['Cr', 'Hg']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NjM1, equation: H2O(g) + 3* -> 2H* + O*",web
